,chrom,start,end,name,score,strand,samplea_counts,samplea_total,sampleb_counts,sampleb_total,samplea_percents,sampleb_percents,samplea_fraction_modified,sampleb_fraction_modified,map_pvalue,effect_size,cohen_h,cohen_h_low,cohen_h_high,map_pval_less005,map_pval_log10,cg_unit_pair,cg_unit_pair_id,efsize-score,score-efsize,score_scaled,efsize-score_scaled,start_hg38,end_hg38,start_t2tv2,end_t2tv2,score_norm
71,chr1,206586287,206586288,.,141.58580701495816,-,m:454,702,m:58,405,m:64.67,m:14.32,0.6467236,0.14320987,2.403e-13,0.51,1.0924263180069462,0.970126493517583,1.2147261424963096,True,9.99895764225184,CG_34,CG_34.-,-141.07580701495817,141.07580701495817,0.14583612700237847,0.36416387299762154,207320991,207320992,206586287,206586288,0.14583612700237847
72,chr1,206586303,206586304,.,31.521090990170705,+,m:283,913,m:49,421,m:31.00,m:11.64,0.30996713,0.11638955,0.0026486703784921,0.19,0.4846295007059931,0.369164710946284,0.6000942904657022,True,2.576972068986389,CG_35,CG_35.+,-31.331090990170704,31.331090990170704,0.03274337408339152,0.1572566259166085,207321007,207321008,206586303,206586304,0.03274337408339152
73,chr1,206586304,206586305,.,32.674492881417564,-,m:131,472,m:15,281,m:27.75,m:5.34,0.27754238,0.053380784,5.36945774692e-05,0.23,0.6434179890384966,0.4957380787530615,0.7910978993239316,True,4.270068761978646,CG_35,CG_35.-,-32.44449288141757,32.44449288141757,0.03392850770126863,0.1960714922987314,207321008,207321009,206586304,206586305,0.03392850770126863
74,chr1,206586327,206586328,.,210.1734811304609,+,m:577,913,m:26,403,m:63.20,m:6.45,0.63198245,0.06451613,0.0,0.5700000000000001,1.3242990927505731,1.2070827616270403,1.4415154238741057,True,10.0,CG_36,CG_36.+,-209.60348113046092,209.60348113046092,0.21631074559209673,0.35368925440790333,207321031,207321032,206586327,206586328,0.21631074559209673
75,chr1,206586328,206586329,.,226.8767118135661,-,m:469,817,m:9,426,m:57.41,m:2.11,0.5740514,0.02112676,0.0,0.5499999999999999,1.4277115294040943,1.3105816145657776,1.544841444242411,True,10.0,CG_36,CG_36.-,-226.32671181356608,226.32671181356608,0.2334735059100158,0.3165264940899841,207321032,207321033,206586328,206586329,0.2334735059100158
76,chr1,206586422,206586423,.,256.0257260631179,+,m:556,1086,m:5,515,m:51.20,m:0.97,0.5119705,0.009708738,0.0,0.5,1.397353519885581,1.2924898071890354,1.5022172325821268,True,10.0,CG_37,CG_37.+,-255.52572606311787,255.52572606311787,0.26342445100321155,0.23657554899678845,207321126,207321127,206586422,206586423,0.26342445100321155
77,chr1,206586423,206586424,.,225.25653563447804,-,m:479,916,m:10,490,m:52.29,m:2.04,0.52292573,0.020408163,0.0,0.5,1.3299687422276931,1.2202716856766176,1.439665798778769,True,10.0,CG_37,CG_37.-,-224.75653563447804,224.75653563447804,0.23180875637969797,0.268191243620302,207321127,207321128,206586423,206586424,0.23180875637969797
78,chr1,206586453,206586454,.,35.139302250563105,+,m:201,1169,m:19,521,m:17.19,m:3.65,0.17194183,0.03646833,0.0040060287338953,0.13,0.470841376410513,0.3675972566066793,0.5740854962143468,True,2.3972859291421544,CG_38,CG_38.+,-35.0093022505631,35.0093022505631,0.036461127482111055,0.09353887251788895,207321157,207321158,206586453,206586454,0.036461127482111055
79,chr1,206586454,206586455,.,36.70778271923746,-,m:109,822,m:5,480,m:13.26,m:1.04,0.1326034,0.010416667,0.0048055760689153,0.12,0.5409543983178994,0.4283651147357847,0.653543681900014,True,2.3182545347427066,CG_38,CG_38.-,-36.58778271923746,36.58778271923746,0.03807275907948961,0.08192724092051039,207321158,207321159,206586454,206586455,0.03807275907948961
80,chr1,206586494,206586495,.,336.74697579340227,+,m:547,865,m:3,508,m:63.24,m:0.59,0.63236994,0.005905512,0.0,0.62,1.6848841520127211,1.5753263149188657,1.7944419891065766,True,10.0,CG_39,CG_39.+,-336.12697579340227,336.12697579340227,0.3463664571317057,0.2736335428682943,207321198,207321199,206586494,206586495,0.3463664571317057
81,chr1,206586495,206586496,.,275.72191219755814,-,m:500,777,m:13,464,m:64.35,m:2.80,0.6435006,0.028017242,0.0,0.61,1.5255409607876218,1.4105497936256266,1.640532127949617,True,10.0,CG_39,CG_39.-,-275.1119121975581,275.1119121975581,0.28366250723412006,0.3263374927658799,207321199,207321200,206586495,206586496,0.28366250723412006
82,chr1,206586496,206586497,.,346.683852363512,+,m:578,875,m:1,462,m:66.06,m:0.22,0.66057146,0.0021645022,0.0,0.66,1.8046503837303716,1.691933550096436,1.9173672173643064,True,10.0,CG_40,CG_40.+,-346.023852363512,346.023852363512,0.3565767113105,0.3034232886895,207321200,207321201,206586496,206586497,0.3565767113105
83,chr1,206586497,206586498,.,182.96144090517464,-,m:445,571,m:43,316,m:77.93,m:13.61,0.7793345,0.13607594,0.0,0.64,1.4079587466135794,1.2705392651324143,1.5453782280947446,True,10.0,CG_40,CG_40.-,-182.32144090517465,182.32144090517465,0.18835006343373129,0.45164993656626873,207321201,207321202,206586497,206586498,0.18835006343373129
84,chr1,206586508,206586509,.,357.8364277914502,+,m:742,1016,m:26,503,m:73.03,m:5.17,0.73031497,0.05168986,0.0,0.6799999999999999,1.590781709030961,1.483926393406714,1.6976370246552082,True,10.0,CG_41,CG_41.+,-357.1564277914502,357.1564277914502,0.36803610995191505,0.3119638900480849,207321212,207321213,206586508,206586509,0.36803610995191505
85,chr1,206586509,206586510,.,465.3670610171239,-,m:579,711,m:2,472,m:81.43,m:0.42,0.814346,0.004237288,0.0,0.81,2.120385422905956,2.004017129925445,2.2367537158864663,True,10.0,CG_41,CG_41.-,-464.5570610171239,464.5570610171239,0.47852506384949817,0.3314749361505019,207321213,207321214,206586509,206586510,0.47852506384949817
86,chr1,206586510,206586511,.,479.9770829927443,+,m:849,1114,m:13,551,m:76.21,m:2.36,0.7621185,0.023593467,0.0,0.74,1.8141909401390504,1.7121118441951555,1.9162700360829452,True,10.0,CG_42,CG_42.+,-479.23708299274426,479.23708299274426,0.49353702831100366,0.24646297168899634,207321214,207321215,206586510,206586511,0.49353702831100366
87,chr1,206586511,206586512,.,416.8800880912954,-,m:560,729,m:5,487,m:76.82,m:1.03,0.7681756,0.01026694,0.0,0.76,1.933904021517013,1.8191978899036831,2.048610153130343,True,10.0,CG_42,CG_42.-,-416.12008809129543,416.12008809129543,0.4287041453304753,0.3312958546695247,207321215,207321216,206586511,206586512,0.4287041453304753
88,chr1,206586518,206586519,.,352.04223763788787,+,m:816,1069,m:31,460,m:76.33,m:6.74,0.7633302,0.067391306,0.0,0.69,1.600250995049778,1.4909600792129074,1.7095419108866488,True,10.0,CG_43,CG_43.+,-351.35223763788787,351.35223763788787,0.362082513385556,0.3279174866144439,207321222,207321223,206586518,206586519,0.362082513385556
89,chr1,206586519,206586520,.,448.8424061985874,-,m:679,884,m:3,481,m:76.81,m:0.62,0.76809955,0.0062370063,0.0,0.76,1.9786099164396287,1.867560636716648,2.0896591961626103,True,10.0,CG_43,CG_43.-,-448.0824061985874,448.0824061985874,0.4615457922721889,0.2984542077278111,207321223,207321224,206586519,206586520,0.4615457922721889
90,chr1,206586536,206586537,.,143.1620039729578,+,m:480,922,m:34,437,m:52.06,m:7.78,0.52060735,0.0778032,1.17046e-11,0.44,1.0466586019558115,0.9328299374887964,1.1604872664228272,True,9.951928942251604,CG_44,CG_44.+,-142.7220039729578,142.7220039729578,0.14745568738067957,0.29254431261932046,207321240,207321241,206586536,206586537,0.14745568738067957
91,chr1,206586537,206586538,.,229.04757833590247,-,m:488,775,m:17,415,m:62.97,m:4.10,0.6296774,0.040963855,0.0,0.59,1.42554400253779,1.30632467382914,1.5447633312464404,True,10.0,CG_44,CG_44.-,-228.45757833590247,228.45757833590247,0.23570409605822823,0.35429590394177174,207321241,207321242,206586537,206586538,0.23570409605822823
92,chr1,206586546,206586547,.,146.09108492953828,+,m:429,1037,m:15,478,m:41.37,m:3.14,0.41369334,0.031380754,3.12941e-11,0.38,1.041142189754358,0.932786659705538,1.1494977198031782,True,9.881754789485651,CG_45,CG_45.+,-145.7110849295383,145.7110849295383,0.1504653515207085,0.2295346484792915,207321250,207321251,206586546,206586547,0.1504653515207085
93,chr1,206586547,206586548,.,222.4979136522961,-,m:359,759,m:0,486,m:47.30,m:0.00,0.47299078,0.0,0.0,0.47,1.5167515834846728,1.402885667495639,1.6306174994737066,True,10.0,CG_45,CG_45.-,-222.0279136522961,222.0279136522961,0.22897424078291462,0.24102575921708536,207321251,207321252,206586547,206586548,0.22897424078291462
94,chr1,206586578,206586579,.,265.47935780225725,+,m:611,1011,m:21,509,m:60.44,m:4.13,0.6043521,0.041257367,0.0,0.5599999999999999,1.371961407888716,1.2654403634539304,1.4784824523235018,True,10.0,CG_46,CG_46.+,-264.91935780225725,264.91935780225725,0.2731381655983667,0.28686183440163326,207321282,207321283,206586578,206586579,0.2731381655983667
95,chr1,206586579,206586580,.,152.55632194929376,-,m:290,669,m:8,458,m:43.35,m:1.75,0.4334828,0.01746725,4.348e-13,0.41,1.1722632828813055,1.0533954756883954,1.2911310900742157,True,9.998115780922948,CG_46,CG_46.-,-152.14632194929376,152.14632194929376,0.1571084564070485,0.25289154359295146,207321283,207321284,206586579,206586580,0.1571084564070485
96,chr1,206586580,206586581,.,229.7584519587372,+,m:370,730,m:3,499,m:50.68,m:0.60,0.5068493,0.006012024,0.0,0.5,1.42926504205621,1.315420469822645,1.543109614289775,True,10.0,CG_47,CG_47.+,-229.2584519587372,229.2584519587372,0.23643452682557575,0.26356547317442425,207321284,207321285,206586580,206586581,0.23643452682557575
97,chr1,206586581,206586582,.,86.67866473941899,-,m:257,547,m:27,351,m:46.98,m:7.69,0.46983546,0.07692308,1.0690008e-09,0.3899999999999999,0.9483607777420816,0.8143193521977704,1.0824022032863927,True,8.932185191630746,CG_47,CG_47.-,-86.28866473941899,86.28866473941899,0.08941841114276762,0.3005815888572323,207321285,207321286,206586581,206586582,0.08941841114276762
98,chr1,206586591,206586592,.,206.2508387371422,+,m:542,768,m:25,330,m:70.57,m:7.58,0.7057292,0.07575758,0.0,0.63,1.4371692697687903,1.3081627435336969,1.5661757960038838,True,10.0,CG_48,CG_48.+,-205.6208387371422,205.6208387371422,0.2122801857269604,0.4177198142730396,207321295,207321296,206586591,206586592,0.2122801857269604
99,chr1,206586592,206586593,.,367.9620115710768,-,m:605,836,m:6,455,m:72.37,m:1.32,0.7236842,0.013186813,0.0,0.71,1.804441516241651,1.6902582728338498,1.918624759649452,True,10.0,CG_48,CG_48.-,-367.2520115710768,367.2520115710768,0.37844026294397765,0.3315597370560223,207321296,207321297,206586592,206586593,0.37844026294397765
100,chr1,206586599,206586600,.,114.70614743895705,+,m:258,903,m:3,498,m:28.57,m:0.60,0.2857143,0.006024096,6.3838894e-09,0.2799999999999999,0.9724989312181858,0.8631011252371574,1.081896737199214,True,8.188164401809235,CG_49,CG_49.+,-114.42614743895705,114.42614743895705,0.11821696975773915,0.16178303024226076,207321303,207321304,206586599,206586600,0.11821696975773915
101,chr1,206586600,206586601,.,90.38537197127198,-,m:207,839,m:3,477,m:24.67,m:0.63,0.2467223,0.006289308,1.73249757e-07,0.24,0.8808342867163383,0.7684421660593506,0.993226407373326,True,6.76107676279693,CG_49,CG_49.-,-90.14537197127198,90.14537197127198,0.09322709516299954,0.14677290483700045,207321304,207321305,206586600,206586601,0.09322709516299954
102,chr1,206586607,206586608,.,195.13300912196476,+,m:646,1159,m:38,503,m:55.74,m:7.55,0.55737704,0.07554672,2.524e-13,0.48,1.1289205069531347,1.0242708304344694,1.2335701834718,True,9.998905221757353,CG_50,CG_50.+,-194.65300912196477,194.65300912196477,0.2008564888050377,0.2791435111949623,207321311,207321312,206586607,206586608,0.2008564888050377
103,chr1,206586608,206586609,.,234.3212159844165,-,m:431,803,m:6,476,m:53.67,m:1.26,0.53673726,0.012605042,0.0,0.53,1.419318337032377,1.305942080253775,1.5326945938109793,True,10.0,CG_50,CG_50.-,-233.7912159844165,233.7912159844165,0.24112281897968973,0.2888771810203103,207321312,207321313,206586608,206586609,0.24112281897968973
104,chr1,206586611,206586612,.,233.4807423434413,+,m:474,989,m:3,508,m:47.93,m:0.59,0.47927198,0.005905512,1e-16,0.47,1.3754820661832563,1.268495563920218,1.4824685684462946,True,9.999999565705735,CG_51,CG_51.+,-233.0107423434413,233.0107423434413,0.24025922271335926,0.22974077728664072,207321315,207321316,206586611,206586612,0.24025922271335926
105,chr1,206586612,206586613,.,107.1330299610038,-,m:239,635,m:8,394,m:37.64,m:2.03,0.37637794,0.020304568,4.51888e-11,0.36,1.034999747294176,0.9093039361710232,1.1606955584173284,True,9.838066884226855,CG_51,CG_51.-,-106.7730299610038,106.7730299610038,0.1104355050459441,0.2495644949540559,207321316,207321317,206586612,206586613,0.1104355050459441
106,chr1,206586627,206586628,.,242.7822810470316,+,m:593,1004,m:20,479,m:59.06,m:4.18,0.59063745,0.041753653,0.0,0.5499999999999999,1.34150603495979,1.2326671576229602,1.45034491229662,True,10.0,CG_52,CG_52.+,-242.2322810470316,242.2322810470316,0.2498166599772198,0.30018334002278013,207321331,207321332,206586627,206586628,0.2498166599772198
107,chr1,206586628,206586629,.,185.7061850852224,-,m:399,818,m:9,451,m:48.78,m:2.00,0.48777506,0.019955654,1e-15,0.47,1.2628668275318,1.14791550313736,1.37781815192624,True,9.999995657076896,CG_52,CG_52.-,-185.2361850852224,185.2361850852224,0.19117031943030388,0.2788296805696961,207321332,207321333,206586628,206586629,0.19117031943030388
108,chr1,206586655,206586656,.,370.5794523657987,+,m:820,1024,m:33,446,m:80.08,m:7.40,0.80078125,0.07399103,0.0,0.73,1.665283569636863,1.554087522050389,1.7764796172233372,True,10.0,CG_53,CG_53.+,-369.8494523657987,369.8494523657987,0.38112971325801737,0.3488702867419826,207321359,207321360,206586655,206586656,0.38112971325801737
109,chr1,206586656,206586657,.,473.926248799608,-,m:707,870,m:6,470,m:81.26,m:1.28,0.8126437,0.012765957,0.0,0.8,2.0198394515959186,1.9076396897930583,2.132039213398779,True,10.0,CG_53,CG_53.-,-473.126248799608,473.126248799608,0.4873197270624909,0.31268027293750916,207321360,207321361,206586656,206586657,0.4873197270624909
110,chr1,206586666,206586667,.,366.703671146377,+,m:743,1014,m:15,461,m:73.27,m:3.25,0.7327416,0.03253796,0.0,0.7,1.6922255297683315,1.582128738706571,1.802322320830092,True,10.0,CG_54,CG_54.+,-366.00367114637703,366.00367114637703,0.3771473037843274,0.32285269621567253,207321370,207321371,206586666,206586667,0.3771473037843274
111,chr1,206586667,206586668,.,446.2755755713743,-,m:664,855,m:1,455,m:77.66,m:0.22,0.77660817,0.0021978023,0.0,0.78,2.0632207856081464,1.949485562690628,2.176956008525665,True,10.0,CG_54,CG_54.-,-445.49557557137433,445.49557557137433,0.4589083444833541,0.3210916555166459,207321371,207321372,206586667,206586668,0.4589083444833541
112,chr1,206586678,206586679,.,829.6487718055041,+,m:1124,1180,m:1,497,m:95.25,m:0.20,0.95254236,0.0020120724,0.0,0.95,2.612632889192841,2.5078246501147112,2.717441128270971,True,10.0,CG_55,CG_55.+,-828.6987718055041,828.6987718055041,0.8528286826569833,0.09717131734301665,207321382,207321383,206586678,206586679,0.8528286826569833
113,chr1,206586679,206586680,.,783.8074663790185,-,m:886,914,m:2,489,m:96.94,m:0.41,0.9693654,0.0040899795,0.0,0.97,2.6617322647555066,2.5519203664757923,2.771544163035221,True,10.0,CG_55,CG_55.-,-782.8374663790185,782.8374663790185,0.8057262177134149,0.16427378228658507,207321383,207321384,206586679,206586680,0.8057262177134149
114,chr1,206586683,206586684,.,795.7344693735981,+,m:1062,1099,m:7,481,m:96.63,m:1.46,0.96633303,0.014553014,0.0,0.96,2.530669646905251,2.4235164210355133,2.637822872774989,True,10.0,CG_56,CG_56.+,-794.7744693735981,794.7744693735981,0.8179813495253776,0.14201865047462237,207321387,207321388,206586683,206586684,0.8179813495253776
115,chr1,206586684,206586685,.,669.2247300998001,-,m:815,853,m:10,467,m:95.55,m:2.14,0.95545137,0.021413276,0.0,0.94,2.4225427489054017,2.309718590992189,2.535366906818614,True,10.0,CG_56,CG_56.-,-668.2847300998001,668.2847300998001,0.6879911473763531,0.2520088526236468,207321388,207321389,206586684,206586685,0.6879911473763531
116,chr1,206586718,206586719,.,237.83924925022168,+,m:553,1054,m:9,490,m:52.47,m:1.84,0.5246679,0.018367346,0.0,0.5,1.3482631472986202,1.2410980423603133,1.455428252236927,True,10.0,CG_57,CG_57.+,-237.33924925022168,237.33924925022168,0.24473763834469747,0.2552623616553025,207321422,207321423,206586718,206586719,0.24473763834469747
117,chr1,206586719,206586720,.,202.24789280926552,-,m:411,851,m:6,471,m:48.30,m:1.27,0.4829612,0.012738854,1e-16,0.47,1.310497050323584,1.1979358838666057,1.4230582167805623,True,9.999999565705735,CG_57,CG_57.-,-201.77789280926552,201.77789280926552,0.2081671130628064,0.26183288693719353,207321423,207321424,206586719,206586720,0.2081671130628064
118,chr1,206586769,206586770,.,154.6505042037193,+,m:454,889,m:23,424,m:51.07,m:5.42,0.51068616,0.054245282,1.538e-13,0.46,1.1220403400649006,1.0063634390687166,1.2377172410610846,True,9.999332568210416,CG_58,CG_58.+,-154.19050420371929,154.19050420371929,0.15926025259406396,0.30073974740593606,207321473,207321474,206586769,206586770,0.15926025259406396
119,chr1,206586770,206586771,.,125.82181152707744,-,m:301,849,m:7,461,m:35.45,m:1.52,0.35453475,0.015184382,6.154964e-10,0.3299999999999999,1.0285192059889612,0.9151279851937956,1.141910426784127,True,9.14539254703917,CG_58,CG_58.-,-125.49181152707745,125.49181152707745,0.1296384415758752,0.2003615584241247,207321474,207321475,206586770,206586771,0.1296384415758752
120,chr1,206586802,206586803,.,218.0449695687628,+,m:558,823,m:31,396,m:67.80,m:7.83,0.6780073,0.078282826,0.0,0.6000000000000001,1.367643764082754,1.2477759920405571,1.487511536124951,True,10.0,CG_59,CG_59.+,-217.44496956876282,217.44496956876282,0.2243987898737633,0.3756012101262368,207321506,207321507,206586802,206586803,0.2243987898737633
121,chr1,206586803,206586804,.,327.55983342150466,-,m:559,829,m:6,459,m:67.43,m:1.31,0.6743064,0.013071896,0.0,0.66,1.6977210431877825,1.5836901793062257,1.8117519070693389,True,10.0,CG_59,CG_59.-,-326.89983342150464,326.89983342150464,0.33692656340534044,0.3230734365946596,207321507,207321508,206586803,206586804,0.33692656340534044
122,chr1,206586817,206586818,.,337.9638736209597,+,m:595,665,m:40,368,m:89.47,m:10.87,0.8947368,0.10869565,0.0,0.78,1.8087964216085184,1.6814568103286045,1.9361360328884325,True,10.0,CG_60,CG_60.+,-337.18387362095973,337.18387362095973,0.34761683354941814,0.4323831664505819,207321521,207321522,206586817,206586818,0.34761683354941814
123,chr1,206586818,206586819,.,506.938793633399,-,m:610,646,m:8,375,m:94.43,m:2.13,0.94427246,0.021333333,0.0,0.92,2.371792681794482,2.244551097119083,2.499034266469881,True,10.0,CG_60,CG_60.-,-506.01879363339896,506.01879363339896,0.5212404939617948,0.3987595060382052,207321522,207321523,206586818,206586819,0.5212404939617948
124,chr1,206586822,206586823,.,875.2245207770115,+,m:1141,1184,m:4,525,m:96.37,m:0.76,0.9636824,0.0076190475,0.0,0.95,2.5833068487436264,2.48053749642648,2.686076201060773,True,10.0,CG_61,CG_61.+,-874.2745207770115,874.2745207770115,0.8996582853097688,0.05034171469023119,207321526,207321527,206586822,206586823,0.8996582853097688
125,chr1,206586823,206586824,.,660.7139114766314,-,m:782,815,m:3,427,m:95.95,m:0.70,0.9595092,0.007025761,0.0,0.95,2.5685429462739835,2.451453932756309,2.685631959791658,True,10.0,CG_61,CG_61.-,-659.7639114766314,659.7639114766314,0.6792461840270491,0.2707538159729509,207321527,207321528,206586823,206586824,0.6792461840270491
126,chr1,206586829,206586830,.,777.5661124259282,+,m:1069,1125,m:12,520,m:95.02,m:2.31,0.9502222,0.023076924,0.0,0.93,2.386583751100913,2.282650835853305,2.4905166663485203,True,10.0,CG_62,CG_62.+,-776.6361124259282,776.6361124259282,0.799313155235356,0.1306868447646441,207321533,207321534,206586829,206586830,0.799313155235356
127,chr1,206586830,206586831,.,678.0245819189618,-,m:839,883,m:9,474,m:95.02,m:1.90,0.95016986,0.01898734,0.0,0.93,2.4148770721304893,2.303275967771403,2.5264781764895754,True,10.0,CG_62,CG_62.-,-677.0945819189618,677.0945819189618,0.6970330956359936,0.23296690436400647,207321534,207321535,206586830,206586831,0.6970330956359936
128,chr1,206586832,206586833,.,807.776197600499,+,m:1121,1160,m:9,486,m:96.64,m:1.85,0.9663793,0.018518519,0.0,0.95,2.499774363021868,2.393869506248417,2.605679219795319,True,10.0,CG_63,CG_63.+,-806.826197600499,806.826197600499,0.8303543628239882,0.11964563717601173,207321536,207321537,206586832,206586833,0.8303543628239882
129,chr1,206586833,206586834,.,305.0980510054487,-,m:553,597,m:25,264,m:92.63,m:9.47,0.92629814,0.09469697,0.0,0.8400000000000001,1.9661199664992792,1.8212559448403816,2.1109839881581767,True,10.0,CG_63,CG_63.-,-304.25805100544875,304.25805100544875,0.3138468254053171,0.526153174594683,207321537,207321538,206586833,206586834,0.3138468254053171
130,chr1,206586846,206586847,.,685.5298110812373,+,m:1000,1083,m:3,458,m:92.34,m:0.66,0.92336106,0.0065502184,0.0,0.91,2.418545995578552,2.3093007757134223,2.5277912154436817,True,10.0,CG_64,CG_64.+,-684.6198110812373,684.6198110812373,0.7047448043279821,0.2052551956720179,207321550,207321551,206586846,206586847,0.7047448043279821
131,chr1,206586847,206586848,.,666.7934752563242,-,m:837,877,m:4,431,m:95.44,m:0.93,0.95439,0.009280742,0.0,0.94,2.518174744244861,2.402878932520079,2.633470555969644,True,10.0,CG_64,CG_64.-,-665.8534752563241,665.8534752563241,0.6854930052539095,0.2545069947460904,207321551,207321552,206586847,206586848,0.6854930052539095
132,chr1,206586880,206586881,.,500.4266548694436,+,m:864,990,m:27,476,m:87.27,m:5.67,0.8727273,0.05672269,0.0,0.81,1.9310602273753488,1.8217416421523491,2.040378812598349,True,10.0,CG_65,CG_65.+,-499.6166548694436,499.6166548694436,0.5145491969975589,0.2954508030024412,207321584,207321585,206586880,206586881,0.5145491969975589
133,chr1,206586881,206586882,.,558.354243313941,-,m:746,820,m:5,423,m:90.98,m:1.18,0.9097561,0.011820331,0.0,0.9,2.3134823312331227,2.1961530134477614,2.430811649018484,True,10.0,CG_65,CG_65.-,-557.454243313941,557.454243313941,0.5740704557965269,0.3259295442034731,207321585,207321586,206586881,206586882,0.5740704557965269
134,chr1,206586906,206586907,.,226.6310143085016,+,m:483,1057,m:2,508,m:45.70,m:0.39,0.45695364,0.003937008,0.0,0.46,1.359023257152867,1.2532110162143009,1.4648354980914338,True,10.0,CG_66,CG_66.+,-226.17101430850158,226.17101430850158,0.23322104891710618,0.22677895108289384,207321610,207321611,206586906,206586907,0.23322104891710618
135,chr1,206586907,206586908,.,153.39832287047102,-,m:411,817,m:20,422,m:50.31,m:4.74,0.50306,0.047393367,4.102e-13,0.45,1.138001311998235,1.020507095252505,1.255495528743965,True,9.998222167881131,CG_66,CG_66.-,-152.94832287047103,152.94832287047103,0.15797362197123183,0.2920263780287682,207321611,207321612,206586907,206586908,0.15797362197123183
136,chr1,206586928,206586929,.,129.3042316939218,+,m:473,1037,m:31,465,m:45.61,m:6.67,0.45612344,0.06666667,5.8219e-10,0.39,0.9606153564739216,0.8512279809335572,1.0700027320142862,True,9.166094651062673,CG_67,CG_67.+,-128.9142316939218,128.9142316939218,0.13321666807491356,0.25678333192508646,207321632,207321633,206586928,206586929,0.13321666807491356
137,chr1,206586929,206586930,.,209.80606389381185,-,m:353,673,m:3,430,m:52.45,m:0.70,0.52451706,0.006976744,0.0,0.51,1.4526014412713546,1.3315990125731063,1.5736038699696029,True,10.0,CG_67,CG_67.-,-209.29606389381186,209.29606389381186,0.21593322018465216,0.29406677981534785,207321633,207321634,206586929,206586930,0.21593322018465216
138,chr1,206586957,206586958,.,858.9585176008131,+,m:1111,1179,m:1,550,m:94.23,m:0.18,0.942324,0.0018181818,0.0,0.94,2.571228627251701,2.470022375587756,2.6724348789156456,True,10.0,CG_68,CG_68.+,-858.0185176008131,858.0185176008131,0.882944781249385,0.05705521875061492,207321661,207321662,206586957,206586958,0.882944781249385
139,chr1,206586958,206586959,.,432.9235618711632,-,m:555,607,m:12,369,m:91.43,m:3.25,0.9143328,0.032520324,0.0,0.88,2.1848640052931696,2.055484504458132,2.314243506128208,True,10.0,CG_68,CG_68.-,-432.0435618711632,432.0435618711632,0.4451889978943089,0.4348110021056911,207321662,207321663,206586958,206586959,0.4451889978943089
140,chr1,206586965,206586966,.,434.6281652684429,+,m:912,1044,m:47,458,m:87.36,m:10.26,0.87356323,0.10262009,0.0,0.77,1.7623400811683811,1.6524900792049106,1.872190083131852,True,10.0,CG_69,CG_69.+,-433.8581652684429,433.8581652684429,0.4469404973556803,0.3230595026443197,207321669,207321670,206586965,206586966,0.4469404973556803
141,chr1,206586966,206586967,.,519.3092422969808,-,m:744,882,m:8,488,m:84.35,m:1.64,0.8435374,0.016393442,0.0,0.82,2.0714730812136,1.9608962421649092,2.1820499202622905,True,10.0,CG_69,CG_69.-,-518.4892422969807,518.4892422969807,0.5339512712638723,0.28604872873612763,207321670,207321671,206586966,206586967,0.5339512712638723
142,chr1,206586988,206586989,.,807.1424653652175,+,m:1083,1147,m:9,545,m:94.42,m:1.65,0.94420224,0.016513761,0.0,0.92,2.4069296869240704,2.3049606516952306,2.50889872215291,True,10.0,CG_70,CG_70.+,-806.2224653652175,806.2224653652175,0.8297031957134916,0.09029680428650844,207321692,207321693,206586988,206586989,0.8297031957134916
143,chr1,206586989,206586990,.,780.8042143693706,-,m:896,919,m:3,475,m:97.50,m:0.63,0.9749728,0.0063157897,0.0,0.96,2.6647462801660837,2.553988327990633,2.7755042323415333,True,10.0,CG_70,CG_70.-,-779.8442143693705,779.8442143693705,0.8026403419691477,0.15735965803085228,207321693,207321694,206586989,206586990,0.8026403419691477
144,chr1,206586993,206586994,.,512.8511805885471,+,m:840,913,m:24,415,m:92.00,m:5.78,0.9200438,0.057831325,0.0,0.8600000000000001,2.0825174750417568,1.966482826430978,2.198552123652536,True,10.0,CG_71,CG_71.+,-511.9911805885471,511.9911805885471,0.5273155390918747,0.3326844609081254,207321697,207321698,206586993,206586994,0.5273155390918747
145,chr1,206586994,206586995,.,723.4711398927475,-,m:838,860,m:3,440,m:97.44,m:0.68,0.9744186,0.006818182,0.0,0.96,2.6549962050211464,2.5401162641652566,2.769876145877036,True,10.0,CG_71,CG_71.-,-722.5111398927475,722.5111398927475,0.7437299530629484,0.21627004693705154,207321698,207321699,206586994,206586995,0.7437299530629484
146,chr1,206586997,206586998,.,760.7330947755922,+,m:1117,1167,m:18,501,m:95.72,m:3.59,0.9571551,0.035928145,0.0,0.92,2.3431958998755382,2.23850912435499,2.4478826753960865,True,10.0,CG_72,CG_72.+,-759.8130947755923,759.8130947755923,0.7820170373261283,0.13798296267387178,207321701,207321702,206586997,206586998,0.7820170373261283
147,chr1,206586998,206586999,.,666.2868589589234,-,m:822,850,m:14,455,m:96.71,m:3.08,0.96705884,0.03076923,0.0,0.94,2.423927925187669,2.310076574921843,2.537779275453496,True,10.0,CG_72,CG_72.-,-665.3468589589233,665.3468589589233,0.6849724512215548,0.25502754877844513,207321702,207321703,206586998,206586999,0.6849724512215548
148,chr1,206587004,206587005,.,917.5337098669596,+,m:1181,1221,m:5,549,m:96.72,m:0.91,0.96724,0.009107468,0.0,0.96,2.586434816010171,2.485720613079174,2.6871490189411684,True,10.0,CG_73,CG_73.+,-916.5737098669596,916.5737098669596,0.9431314603722892,0.016868539627710732,207321708,207321709,206587004,206587005,0.9431314603722892
